Cluster_KMeans,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
0,5010.394668071648,0.9666633582395088,716.0177891504605,450.2358751279427,265.88597748208804,5065.974689972365,0.32715033879222105,0.16063151074718526,0.21867469293756397,0.508501977482088,15.770726714431934,10.345957011258957,8208.65357774309,4173.817877525076,2214.5362863295804,0.04002514022517912,11.416581371545547
1,108.4300059872226,0.41209605447209147,350.2478681909886,190.5210894418292,160.1971889710827,299.4823240813719,0.32059053463349024,0.07275968863483524,0.2349124135843981,0.035072260255548084,0.7303295225285811,4.812373907195696,3632.112007770679,1036.8530635191662,172.18355351176868,0.2537044324142569,11.217888365837256
2,1253.8179424188581,0.9747579300833868,2182.022177677999,1241.7684926234767,940.5172482360487,234.56452407216162,0.9284131690186017,0.3902166491340603,0.7481063620910839,0.04171727870429763,0.8075689544579859,32.72738935214881,5121.98728788839,2148.5833052636303,778.9374141789609,0.28297030307889676,11.729313662604234
3,1495.324926855107,0.9664669934679334,283.4828236342043,210.0044536817102,73.79418646080761,782.2852679622921,0.2070965383016627,0.0980315062351544,0.10871693467933492,0.15751402464370548,2.9884204275534443,3.665380047505938,3216.349960411817,947.961448341746,805.6858099982185,0.022886474465558197,11.48248218527316
